sample,window,model,N_events,mean_CAR,median_CAR,std_CAR,t_stat,t_pvalue,wilcoxon_stat,wilcoxon_pvalue,sign_test_pvalue,share_positive,min,p25,p50,p75,max
main_sample,[-1;1],raw_simple,22,0.0049435663380228674,0.0009330340229199985,0.01586593704859292,1.4614567920305372,0.15869322309543077,75.0,0.09841060638427734,0.28627872467041016,0.6363636363636364,-0.019238437304288203,-0.0008090113797638299,0.0009330340229199985,0.004205790284334765,0.06007526025259757
main_sample,[-1;1],baseline_prev_day,22,0.004742837917329488,0.0009422465918184688,0.0160231006129617,1.3883631046874172,0.17957931722945394,86.0,0.19821882247924805,0.28627872467041016,0.6363636363636364,-0.017514276104288247,-0.0011688299486969115,0.0009422465918184688,0.004619543391852243,0.060627096716146744
main_sample,[-1;1],baseline_estimation_window,22,0.00513380783899171,0.0009330340229199985,0.01614650305422252,1.4913255901323246,0.15074575513549626,76.0,0.1054534912109375,0.28627872467041016,0.6363636363636364,-0.01698502197167473,-0.0008090113797638299,0.0009330340229199985,0.004205790284334765,0.06264302059496552
main_sample,[-4;0]_pre,raw_simple,22,0.002571247199382141,0.0010205455903836147,0.007099265192702761,1.6987981233297758,0.10412568248548085,77.0,0.11287164688110352,0.5234670639038086,0.5909090909090909,-0.009145388429891765,-0.000974637252887739,0.0010205455903836147,0.00372145495705975,0.021686652721783828
main_sample,[-4;0]_pre,baseline_prev_day,22,0.0023036093051243007,0.0009242964250605532,0.007028618999573326,1.537270036957023,0.13915887550359363,85.0,0.18697643280029297,0.5234670639038086,0.5909090909090909,-0.010663497679586728,-0.0014196090426455065,0.0009242964250605532,0.003775004501840498,0.020935502010419126
main_sample,[-4;0]_pre,baseline_estimation_window,22,0.0027440138747032742,0.0009132831721956336,0.006961138702085343,1.8489167467998826,0.07859879315287949,46.0,0.04862480166721016,0.359283447265625,0.5454545454545454,-0.009145388429891765,-0.0006186548343755927,0.0009132831721956336,0.00372145495705975,0.021686652721783828
supplementary_sample,[-1;1],raw_simple,39,0.0010817469061297185,0.0006645357583736633,0.006433979148149805,1.0499734469137048,0.30036227881115896,265.0,0.08108636720983546,0.0033778479119064286,0.7435897435897436,-0.012951192234023967,-0.0002686448917583184,0.0006645357583736633,0.0022985879708143364,0.025308977463365356
supplementary_sample,[-1;1],baseline_prev_day,39,0.0011557753861587074,0.0011453940316495546,0.0061757331929421025,1.1687381477891723,0.24978895964428705,275.0,0.10852377552452733,0.10812902140605732,0.6410256410256411,-0.012734372957243854,-0.0011237711909022829,0.0011453940316495546,0.0028151123941512696,0.02367904704502806
supplementary_sample,[-1;1],baseline_estimation_window,39,0.0009937358633257,0.0007378288397927868,0.005855540125401135,1.0598302367504595,0.29591210937414586,270.0,0.09400478484743886,0.009475304279476404,0.717948717948718,-0.015742740580753534,-0.0008381886028914765,0.0007378288397927868,0.0023700706617246214,0.02026179730097788
supplementary_sample,[-4;0]_pre,raw_simple,39,0.000618929186705822,-0.0001607737726481151,0.004152546126615736,0.9308052010197166,0.3578303863427874,381.0,0.9000501155516525,0.3367836351899315,0.41025641025641024,-0.004514290832605017,-0.0015040240649139003,-0.0001607737726481151,0.0012385428205068383,0.021761035968238973
supplementary_sample,[-4;0]_pre,baseline_prev_day,39,0.0007176338267444741,0.0001803919659633113,0.003850498985337962,1.163906763426628,0.2517177923146868,344.0,0.5209085497921001,0.7492586247608418,0.5384615384615384,-0.004469648476051351,-0.0011155789383922982,0.0001803919659633113,0.0010918415973679451,0.019975455977429862
supplementary_sample,[-4;0]_pre,baseline_estimation_window,39,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
